timestamp,sensor_id,temperature_c
2025-01-05 17:00:00,sensor_4,30.2
2025-01-05 18:00:00,sensor_4,28.2
2025-01-05 19:00:00,sensor_4,28.2
2025-01-05 20:00:00,sensor_4,22.0
2025-01-05 21:00:00,sensor_4,30.2
2025-01-05 22:00:00,sensor_4,30.0
2025-01-05 23:00:00,sensor_4,23.3
2025-01-06 00:00:00,sensor_4,21.9
2025-01-06 01:00:00,sensor_4,25.6
2025-01-06 02:00:00,sensor_4,25.7
2025-01-06 03:00:00,sensor_4,26.1
2025-01-06 04:00:00,sensor_5,29.8
2025-01-06 05:00:00,sensor_5,23.0
2025-01-06 06:00:00,sensor_5,22.1
2025-01-06 07:00:00,sensor_5,28.9
2025-01-06 08:00:00,sensor_5,25.8
2025-01-06 09:00:00,sensor_5,23.3
2025-01-06 10:00:00,sensor_5,28.7
2025-01-06 11:00:00,sensor_5,26.6
2025-01-06 12:00:00,sensor_5,23.7
2025-01-06 13:00:00,sensor_5,21.9
2025-01-06 14:00:00,sensor_5,22.7
2025-01-06 15:00:00,sensor_5,29.5
2025-01-06 16:00:00,sensor_5,26.1
2025-01-06 17:00:00,sensor_5,28.5
2025-01-06 18:00:00,sensor_5,29.2
2025-01-06 19:00:00,sensor_5,21.6
2025-01-06 20:00:00,sensor_5,28.4
2025-01-06 21:00:00,sensor_5,29.6
2025-01-06 22:00:00,sensor_5,28.6
2025-01-06 23:00:00,sensor_5,23.4
2025-01-07 00:00:00,sensor_5,30.7
2025-01-07 01:00:00,sensor_5,25.0
2025-01-07 02:00:00,sensor_5,23.5
2025-01-07 03:00:00,sensor_5,29.2
2025-01-07 04:00:00,sensor_5,26.2
2025-01-07 05:00:00,sensor_5,22.8
2025-01-07 06:00:00,sensor_5,31.4
2025-01-07 07:00:00,sensor_5,28.3
2025-01-07 08:00:00,sensor_5,23.7
2025-01-07 09:00:00,sensor_5,31.4
2025-01-07 10:00:00,sensor_5,23.8
2025-01-07 11:00:00,sensor_5,27.2
2025-01-07 12:00:00,sensor_5,22.8
2025-01-07 13:00:00,sensor_5,29.5
2025-01-07 14:00:00,sensor_5,27.8
2025-01-07 15:00:00,sensor_5,24.7
2025-01-07 16:00:00,sensor_5,27.9
2025-01-07 17:00:00,sensor_5,26.2
2025-01-07 18:00:00,sensor_5,25.2
2025-01-07 19:00:00,sensor_5,27.8
2025-01-07 20:00:00,sensor_5,31.2
2025-01-07 21:00:00,sensor_5,23.6
2025-01-07 22:00:00,sensor_5,26.0
2025-01-07 23:00:00,sensor_5,29.2
2025-01-08 00:00:00,sensor_5,22.4
2025-01-08 01:00:00,sensor_5,24.2
2025-01-08 02:00:00,sensor_5,31.5
2025-01-08 03:00:00,sensor_5,26.1
2025-01-08 04:00:00,sensor_5,29.9
2025-01-08 05:00:00,sensor_5,25.4
2025-01-08 06:00:00,sensor_5,26.5
2025-01-08 07:00:00,sensor_5,23.7
2025-01-08 08:00:00,sensor_5,25.7
2025-01-08 09:00:00,sensor_5,31.5
2025-01-08 10:00:00,sensor_5,29.5
2025-01-08 11:00:00,sensor_5,25.1
2025-01-08 12:00:00,sensor_5,28.7
2025-01-08 13:00:00,sensor_5,24.0
2025-01-08 14:00:00,sensor_5,27.7
2025-01-08 15:00:00,sensor_5,22.9
2025-01-08 16:00:00,sensor_5,24.2
2025-01-08 17:00:00,sensor_5,23.4
2025-01-08 18:00:00,sensor_5,22.8
2025-01-08 19:00:00,sensor_5,22.4
2025-01-08 20:00:00,sensor_5,22.3
2025-01-08 21:00:00,sensor_5,28.3
2025-01-08 22:00:00,sensor_5,24.8
2025-01-08 23:00:00,sensor_5,23.6
2025-01-09 00:00:00,sensor_5,23.5
2025-01-09 01:00:00,sensor_5,27.8
2025-01-09 02:00:00,sensor_5,28.7
2025-01-09 03:00:00,sensor_5,24.2
2025-01-09 04:00:00,sensor_5,31.0
2025-01-09 05:00:00,sensor_5,27.6
2025-01-09 06:00:00,sensor_5,28.3
2025-01-09 07:00:00,sensor_5,29.5
2025-01-09 08:00:00,sensor_5,24.2
2025-01-09 09:00:00,sensor_5,25.4
2025-01-09 10:00:00,sensor_5,26.4
2025-01-09 11:00:00,sensor_5,27.7
2025-01-09 12:00:00,sensor_5,30.3
2025-01-09 13:00:00,sensor_5,23.5
2025-01-09 14:00:00,sensor_5,30.0
2025-01-09 15:00:00,sensor_5,31.4
2025-01-09 16:00:00,sensor_5,27.1
2025-01-09 17:00:00,sensor_5,23.9
2025-01-09 18:00:00,sensor_5,29.4
2025-01-09 19:00:00,sensor_5,28.9
2025-01-09 20:00:00,sensor_5,30.4
2025-01-09 21:00:00,sensor_5,31.1
2025-01-09 22:00:00,sensor_5,26.4
2025-01-09 23:00:00,sensor_5,26.7
2025-01-10 00:00:00,sensor_5,27.6
2025-01-10 01:00:00,sensor_5,31.5
2025-01-10 02:00:00,sensor_5,28.3
2025-01-10 03:00:00,sensor_5,28.0
2025-01-10 04:00:00,sensor_5,28.3
2025-01-10 05:00:00,sensor_5,21.8
2025-01-10 06:00:00,sensor_5,29.3
2025-01-10 07:00:00,sensor_5,29.0
