timestamp,sensor_id,temperature_c
2025-01-04 16:00:00,sensor_70,23.6
2025-01-04 17:00:00,sensor_71,28.0
2025-01-04 18:00:00,sensor_72,25.7
2025-01-04 19:00:00,sensor_73,30.0
2025-01-04 20:00:00,sensor_74,27.3
2025-01-04 21:00:00,sensor_75,25.6
2025-01-04 22:00:00,sensor_76,31.4
2025-01-04 23:00:00,sensor_77,22.2
2025-01-05 00:00:00,sensor_78,30.1
2025-01-05 01:00:00,sensor_79,24.4
2025-01-05 02:00:00,sensor_80,30.3
2025-01-05 03:00:00,sensor_81,24.7
2025-01-05 04:00:00,sensor_82,23.5
2025-01-05 05:00:00,sensor_83,29.0
2025-01-05 06:00:00,sensor_84,23.4
2025-01-05 07:00:00,sensor_85,31.3
2025-01-05 08:00:00,sensor_86,21.6
2025-01-05 09:00:00,sensor_87,22.1
2025-01-05 10:00:00,sensor_88,28.7
2025-01-05 11:00:00,sensor_89,26.4
2025-01-05 12:00:00,sensor_90,28.8
2025-01-05 13:00:00,sensor_91,23.3
2025-01-05 14:00:00,sensor_92,29.4
2025-01-05 15:00:00,sensor_93,30.2
2025-01-05 16:00:00,sensor_94,29.2
2025-01-05 17:00:00,sensor_95,30.2
2025-01-05 18:00:00,sensor_96,28.2
2025-01-05 19:00:00,sensor_97,28.2
2025-01-05 20:00:00,sensor_98,22.0
2025-01-05 21:00:00,sensor_99,30.2
2025-01-05 22:00:00,sensor_100,30.0
2025-01-05 23:00:00,sensor_101,23.3
2025-01-06 00:00:00,sensor_102,21.9
2025-01-06 01:00:00,sensor_103,25.6
2025-01-06 02:00:00,sensor_104,25.7
2025-01-06 03:00:00,sensor_105,26.1
2025-01-06 04:00:00,sensor_106,29.8
2025-01-06 05:00:00,sensor_107,23.0
2025-01-06 06:00:00,sensor_108,22.1
2025-01-06 07:00:00,sensor_109,28.9
2025-01-06 08:00:00,sensor_110,25.8
2025-01-06 09:00:00,sensor_111,23.3
2025-01-06 10:00:00,sensor_112,28.7
2025-01-06 11:00:00,sensor_113,26.6
2025-01-06 12:00:00,sensor_114,23.7
2025-01-06 13:00:00,sensor_115,21.9
2025-01-06 14:00:00,sensor_116,22.7
2025-01-06 15:00:00,sensor_117,29.5
2025-01-06 16:00:00,sensor_118,26.1
2025-01-06 17:00:00,sensor_119,28.5
2025-01-06 18:00:00,sensor_120,29.2
2025-01-06 19:00:00,sensor_121,21.6
2025-01-06 20:00:00,sensor_122,28.4
2025-01-06 21:00:00,sensor_123,29.6
2025-01-06 22:00:00,sensor_124,28.6
2025-01-06 23:00:00,sensor_125,23.4
2025-01-07 00:00:00,sensor_126,30.7
2025-01-07 01:00:00,sensor_127,25.0
2025-01-07 02:00:00,sensor_128,23.5
2025-01-07 03:00:00,sensor_129,29.2
2025-01-07 04:00:00,sensor_130,26.2
2025-01-07 05:00:00,sensor_131,22.8
2025-01-07 06:00:00,sensor_132,31.4
2025-01-07 07:00:00,sensor_133,28.3
2025-01-07 08:00:00,sensor_134,23.7
2025-01-07 09:00:00,sensor_135,31.4
2025-01-07 10:00:00,sensor_136,23.8
2025-01-07 11:00:00,sensor_137,27.2
2025-01-07 12:00:00,sensor_138,22.8
2025-01-07 13:00:00,sensor_139,29.5
2025-01-07 14:00:00,sensor_140,27.8
2025-01-07 15:00:00,sensor_141,24.7
2025-01-07 16:00:00,sensor_142,27.9
2025-01-07 17:00:00,sensor_143,26.2
2025-01-07 18:00:00,sensor_144,25.2
2025-01-07 19:00:00,sensor_145,27.8
2025-01-07 20:00:00,sensor_146,31.2
2025-01-07 21:00:00,sensor_147,23.6
2025-01-07 22:00:00,sensor_148,26.0
2025-01-07 23:00:00,sensor_149,29.2
2025-01-08 00:00:00,sensor_150,22.4
2025-01-08 01:00:00,sensor_151,24.2
2025-01-08 02:00:00,sensor_152,31.5
2025-01-08 03:00:00,sensor_153,26.1
2025-01-08 04:00:00,sensor_154,29.9
2025-01-08 05:00:00,sensor_155,25.4
2025-01-08 06:00:00,sensor_156,26.5
2025-01-08 07:00:00,sensor_157,23.7
2025-01-08 08:00:00,sensor_158,25.7
2025-01-08 09:00:00,sensor_159,31.5
2025-01-08 10:00:00,sensor_160,29.5
2025-01-08 11:00:00,sensor_161,25.1
2025-01-08 12:00:00,sensor_162,28.7
2025-01-08 13:00:00,sensor_163,24.0
2025-01-08 14:00:00,sensor_164,27.7
2025-01-08 15:00:00,sensor_165,22.9
2025-01-08 16:00:00,sensor_166,24.2
2025-01-08 17:00:00,sensor_167,23.4
2025-01-08 18:00:00,sensor_168,22.8
2025-01-08 19:00:00,sensor_169,22.4
2025-01-08 20:00:00,sensor_170,22.3
2025-01-08 21:00:00,sensor_171,28.3
2025-01-08 22:00:00,sensor_172,24.8
2025-01-08 23:00:00,sensor_173,23.6
2025-01-09 00:00:00,sensor_174,23.5
2025-01-09 01:00:00,sensor_175,27.8
2025-01-09 02:00:00,sensor_176,28.7
2025-01-09 03:00:00,sensor_177,24.2
2025-01-09 04:00:00,sensor_178,31.0
2025-01-09 05:00:00,sensor_179,27.6
2025-01-09 06:00:00,sensor_180,28.3
2025-01-09 07:00:00,sensor_181,29.5
2025-01-09 08:00:00,sensor_182,24.2
2025-01-09 09:00:00,sensor_183,25.4
2025-01-09 10:00:00,sensor_184,26.4
2025-01-09 11:00:00,sensor_185,27.7
2025-01-09 12:00:00,sensor_186,30.3
2025-01-09 13:00:00,sensor_187,23.5
2025-01-09 14:00:00,sensor_188,30.0
2025-01-09 15:00:00,sensor_189,31.4
2025-01-09 16:00:00,sensor_190,27.1
2025-01-09 17:00:00,sensor_191,23.9
2025-01-09 18:00:00,sensor_192,29.4
2025-01-09 19:00:00,sensor_193,28.9
2025-01-09 20:00:00,sensor_194,30.4
2025-01-09 21:00:00,sensor_195,31.1
2025-01-09 22:00:00,sensor_196,26.4
2025-01-09 23:00:00,sensor_197,26.7
2025-01-10 00:00:00,sensor_198,27.6
2025-01-10 01:00:00,sensor_199,31.5
2025-01-10 02:00:00,sensor_200,28.3
2025-01-10 03:00:00,sensor_201,28.0
2025-01-10 04:00:00,sensor_202,28.3
2025-01-10 05:00:00,sensor_203,21.8
2025-01-10 06:00:00,sensor_204,29.3
2025-01-10 07:00:00,sensor_205,29.0
